osm_id;nombre;operador;voltaje;latitud;longitud
1125424858;;;;38,8210263;0,0153718
1125424859;;;;38,819565;0,0145266
1125424860;;;;38,8188992;0,0156359
1126598413;;;;38,6840229;-0,471517
1127376201;;;;38,8331704;0,1118581
1127376202;;;;38,8334861;0,1115384
1132592385;;;;38,8585029;-0,0010478
1132592390;;;;38,8593477;-0,0003418
1136970744;;;;38,8348293;0,0839052
1136970745;;;;38,8348145;0,0838525
1138990124;;;;38,0988805;-1,2346541
1138990125;;;;38,0964002;-1,2346226
1138990126;;;;38,0915508;-1,2381316
1138990127;;;;38,0926335;-1,239522
1139067317;;;;38,619072;-0,5899087
1140760522;;;;38,9233289;-0,1136411
1140760523;;;;38,9232229;-0,1137005
1147867370;SET Villel;Endesa;"45000;20000";40,2409397;-1,183598
1149886610;;;;38,8176938;0,0198971
1159231386;;;;38,7983295;0,0864543
1163972362;;;;39,0274114;-0,2142713
1167188755;SET Fuente San Luis;"Red Eléctrica de España;Iberdrola";"220000;132000;20000";39,43923;-0,3734753
1167398457;SET Alcalá de la Selva;Endesa;"45000;20000";40,3719819;-0,695793
1167560925;SET Tollo;Endesa;132000;40,777524;-1,3423755
1167560927;SET La Puebla de Valverde;Endesa;"132000;20000";40,2185717;-0,9238764
1167560932;SET Los Villanuevas;Endesa;"66000;20000";40,1295821;-0,6531045
1167560935;SET Fuenfresca;Endesa;"45000;10000";40,3236328;-1,0952877
1167560937;;Endesa;"45000;15000";40,797355;-0,8032812
1167560939;SET El Cerro;Endesa;"45000;10000";40,3405322;-1,1017946
1167560940;;Endesa;45000;40,3335025;-1,1143035
1167579076;;Endesa;;40,7953946;-0,8184392
1169740285;Subestación Torrevieja;Iberdrola Distribución Eléctrica;"220000;20000";37,9736348;-0,6996374
1172194696;;Endesa;;40,3555875;-1,1379894
1175003123;;;20000:400;38,9488908;-0,4575019
1180013992;SET Parque Eólica Losilla;;132000;39,0295359;-1,1311395
1184331878;;;;37,9208941;-0,7334135
1191269658;SET d'Aqueria-Muro;;"66000;20000";38,7928671;-0,4234711
1203129733;;;;38,8995099;-0,0839515
1206584099;;;;38,8354999;0,0968036
1218710266;;;;38,9709198;-0,1538619
1218710270;;;;38,9748695;-0,1461899
1222459635;;;;39,901826;-0,0837933
1222459687;;;;39,9121528;-0,0883549
1222499475;;;;39,9118848;-0,0328055
1225242630;;;;39,4382244;-0,4301181
1228088131;;;;39,4364229;-0,4224343
1232042599;;Adif;;38,7098403;-0,4693482
1236330923;;;;39,2483922;-0,9277136
1236351096;Hervideros;;66000;39,231019;-1,0934077
1236351102;;;;39,0694025;-1,0468363
1236353944;;;132000;39,2378265;-1,1320957
1236447412;;;132000;38,8928056;-1,3139263
1236448843;;;"132000;30000";38,8560643;-1,2964507
1236450374;Campanario Adif;;400000;38,8838938;-1,2779269
1236451621;Alpera;;66000;38,9398961;-1,2523335
1236451628;SET Campanario Renovables;Elawan;"400000;132000";38,8810662;-1,2808947
1236557052;Benagéber;Iberdrola;66000;39,7258218;-1,0989536
1236557055;Domenco;;66000;39,7044178;-0,9480428
1236568590;Bulgara;;66000;39,6051874;-0,7841028
1236672048;Parque Eolico Sierra de Menera;;132000;40,7500674;-1,5750835
1237043996;;;45000;40,4509446;-1,2429843
1237043997;SET Intamasa;;45000;40,4570241;-1,2459646
1237348608;Landete;Unión Fenosa Distribución CO.;"66000;15000";39,9047296;-1,3763232
1237569116;;;;40,2941311;-0,2939918
1240973268;;;;39,8667143;-0,1205626
1241022928;;;;39,8624615;-0,1410927
1241022935;;;;39,8647573;-0,1418585
1245346919;;;;39,4325254;-0,4284083
1245359269;;;;39,434985;-0,4262962
1245359271;;;;39,4318206;-0,4225568
1245359272;;;;39,4317969;-0,4224899
1245359279;;;;39,4330084;-0,4260565
1245361858;;;;39,4324296;-0,4239843
1245917252;;;;39,4318031;-0,4354331
1246088654;;;;39,4368622;-0,4268872
1246468394;;;;39,4410288;-0,4250291
1247759560;;;;39,4389237;-0,4351182
1250005926;;Endesa;;40,6045955;0,458332
1250027125;;Adif;"25000;3000";40,6596627;0,5085253
1254058419;;;;39,4354177;-0,4401065
1254299397;;;;39,4326431;-0,4205508
1254966414;;;;39,8112723;-0,8874038
1255214323;;Adif;;39,5368427;-1,1706042
1255217198;;;;39,492385;-1,0998314
1256133147;;;;39,2812766;-0,4221245
1256133186;;;;39,2818865;-0,4211896
1256688092;;;;39,2829684;-0,4195108
1256839786;;;;40,623373;-1,4511893
1256842684;SET Cementos El Molino”;;"132000;20000";40,5559815;-1,3323381
1256941211;SET Central Hidroeléctrica de Cirat;;"132000;66000";40,0583603;-0,4491837
1257231382;Los Toranes;;;40,1451456;-0,7406313
1257234621;;;66000;39,9515604;-0,1722175
1257367673;ST Alcalaten;;"132000;20000";40,0667845;-0,201451
1257368788;;;66000;40,0461924;-0,1747054
1257540996;SET Montebello;;"220000;132000;20000";38,5960121;-0,139549
1257548380;Edificio técnico A.V.E. Alicante;;;38,3515771;-0,5184168
1257548393;SET V Cemex;;132000;38,3783771;-0,5426008
1257557294;SET Elx Sud (Elche Sur);;"132000;66000;20000";38,2541784;-0,7587643
1257751872;SET Peñiscola;Iberdrola;"132000;20000";40,3829365;0,3912595
1257759944;;Adif;"66000;3000";40,1536547;0,1614812
1258716848;SET Villena (R);Adif;66000;38,6299148;-0,867305
1258743257;SET Alhorines;Iberdrola;132000;38,719344;-0,9239518
1258743258;ST PV Alhorines;;;38,7611679;-0,9401666
1258745702;Vidrala;;66000;38,7137303;-0,9588216
1258831837;STR Bañeres;;"66000;20000";38,7276456;-0,6911261
1258841550;SET Alcira;"Red Eléctrica de España;Iberdrola";"220000;66000;20000";39,1496711;-0,457418
1258994984;SET Benicull;;"220000;20000";39,1849455;-0,4023724
1258994988;SET Cullera;;"66000;20000";39,1810492;-0,2652617
1259000896;SET El Perelló;Iberdrola;"66000;20000";39,2516484;-0,2646253
1259370155;ST Sagunto amplification (Sagunt);;"220000;20000";39,6732282;-0,2678002
1259370160;;;;39,6726465;-0,2745945
1259393061;;;66000;39,6645577;-0,2451216
1259434653;Torrente-ADIF;Adif;"400000;25000";39,4213635;-0,4511595
1259492017;SET Cataroja;Hidroelectrica Española;66000;39,3978033;-0,3936729
1259492018;SET Purina;;66000;39,3822493;-0,3955663
1259494997;SET Picasent;;"132000;20000";39,3232082;-0,433059
1259495003;SET Ford;;132000;39,3169678;-0,4169122
1259639286;ST Parque Central;"REE;Iberdrola";"220000;20000";39,4579847;-0,3825318
1259647172;;Adif;;39,4443056;-0,4965371
1259647173;SET Aldaya;;"22000;20000";39,4519886;-0,4999649
1259647174;Subestación Eléctrica de Aldaya;Red Eléctrica de España;220000;39,4517007;-0,5010973
1259664977;;;;38,7157386;-0,94695
1263028482;;Endesa;;40,4359123;-0,7253035
1263042939;;Endesa;20000;40,5063;-0,8611068
1263211052;Subestación Valdeconejos;Red Eléctrica de España;220000;40,7935497;-0,8814846
1263420319;Subestación PFV Escucha;;"132000;30000";40,705067;-0,850216
1263420320;SET Cuevas de Almudén;Endesa;132000;40,7052128;-0,8508713
1263430948;Subestación Platea;Red Eléctrica de España;400000;40,4433217;-1,1158611
1272045304;;;;38,1169965;-0,7179572
1272045305;;;;38,1151433;-0,7185571
1272045306;;;;38,1135591;-0,7208756
1274362704;Centre de transformació elèctrica del Moratell;;;38,5281194;-0,5081626
1274687553;;;;39,282691;-0,4259276
1275049036;;;;40,6600255;0,0436423
1277780445;;Adif;400000;39,5240477;-1,5647253
1277780459;Minglanilla-Generación;;400000;39,5269725;-1,5673019
1277780472;;;400000;39,5249554;-1,5671296
1278864373;;;400000;39,4601901;-0,9875924
1279585314;Chiva;Iberdrola;"132000;20000";39,4742599;-0,679586
1279585320;Cheste;Iberdrola;"132000;20000";39,4774602;-0,6791756
1286614557;STR Carrases;Iberdrola;"66000;20000";39,6449521;-0,6258773
1288386646;;;;39,2912407;-0,4293938
1289735751;;;;39,2998537;-0,4781595
1290450028;;;;39,2992445;-0,4830444
1292143821;;;"10000;400";40,3289689;-1,3251405
1293833564;;;;38,9913566;-0,164568
1294999637;Subestación de Elche;;66000;38,2762355;-0,6679065
1294999644;Subestación de Monforte del Cid;Adif;;38,4066457;-0,6955813
1296737218;;;;37,8790398;-0,7556327
1300932848;;;;39,2960853;-0,4827925
1304507657;;;;40,2134608;0,0624473
1312793256;;;;39,1008487;-0,2242432
1312859565;;;;39,2865477;-0,4314783
1316207279;;;;40,1292897;0,0000124
1316265107;;;;38,8487687;0,0497884
1320121926;;;;39,2845147;-0,4330574
1320121927;;;;39,2845024;-0,4331576
1321837256;;;;39,2819195;-0,4311913
1323470079;;;;39,4247867;-0,3955882
1330187678;;;;39,4284253;-0,4121595
1330187680;;;;39,4297003;-0,4109074
1330187681;;;;39,4298292;-0,4097785
1330187682;;;;39,4298524;-0,4095143
1330187683;;;;39,4298527;-0,4092652
1330856738;;;;39,4240986;-0,4157855
1330886511;;;;39,3672445;-0,4596282
1331321467;;;;39,4098055;-0,3888793
1332148162;;;;39,4245122;-0,4054629
1332148171;;;;39,4239446;-0,407016
1332158318;;;;39,4281035;-0,4171756
1332676763;;;;39,4212862;-0,4150671
1333184934;;;;39,4014924;-0,410939
1333184936;;;;39,4018969;-0,4106055
1333184945;;;;39,4010436;-0,4096097
1333184946;;;;39,4012047;-0,4095554
1333190647;;;;39,3902667;-0,4098436
1333190648;;;;39,3901964;-0,4103645
1333190649;;;;39,3899934;-0,413646
1333190650;;;;39,3894854;-0,4100687
1335594277;;;;39,4046484;-0,3904817
1336244429;;;;39,4108947;-0,4022328
1336411372;;;;39,4159209;-0,3859508
1336411373;;;;39,4159368;-0,3860459
1336418881;;;;39,4135491;-0,3946262
1336930820;;;;39,4104376;-0,394063
1337938074;;;;39,4142355;-0,4002767
1338088764;;;;39,4091002;-0,3914297
1338092540;;;;39,4110575;-0,3987486
1340146210;;;;39,981565;-0,0180997
1340574113;;;;39,4255249;-0,4016917
1341054270;;;;38,9627202;-0,1717274
1341366310;;;;38,5340553;-0,17531
1341366325;;;;38,5351773;-0,1738706
1341926238;;;;37,9286359;-0,7370895
1341926239;;;;37,9286108;-0,7370433
1341926240;;;;37,9285745;-0,7371074
1343396086;;;;39,9853252;-0,0254373
1343396090;;;;39,9856674;-0,0270522
1343396094;;;;39,9861155;-0,0251539
1343396101;;;;39,9864501;-0,0267227
1346421058;;;;40,5002249;-0,1875169
1346447664;;;;39,9823239;-0,0315713
1349828901;;;;39,9893213;-0,0242381
1349828902;;;;39,9901487;-0,0239896
1349828903;;;;39,9903919;-0,0255919
1349828904;;;;39,9895732;-0,0258816
1349987314;;;;39,4080081;-0,3979679
1350172838;;;;39,98385;-0,0260143
1351220015;;;;39,0258375;-0,2381863
1352371093;;;66000;38,2543438;-0,7925492
1353714809;Subestación Cocentaina;Iberdrola;"132000;20000";38,7514671;-0,4457109
1353714810;STR Xàtiva;Iberdrola;"66000;20000";38,9922086;-0,5325547
1353921891;Subestación Pinoso;Iberdrola;"66000;20000";38,4067078;-1,0241555
1362894371;;;;38,7453376;-0,0679409
1362896703;;;;38,8366771;0,1101853
1370715992;;;;39,4213365;-0,3967632
1377041790;;;;40,2026997;-0,4189959
1383031763;Caseta de la Llum;;;40,645341;-0,2464986
1386670105;;;;39,4205351;-0,4017384
1386670106;;;;39,4205242;-0,401618
1386951515;;;;38,7235678;-0,4477521
1389227983;Subestación La Lloma;Iberdrola;132000;38,568352;-0,1099428
1391155393;;;;39,4495686;-0,4633679
1393890916;;;;39,4313245;-0,4112558
1394842987;;;;39,4316215;-0,409371
1395256450;;;;39,4333379;-0,4085743
1411171126;;;;39,4321512;-0,4076869
1416502187;;;;39,5395804;-0,4558882
1419390405;Coll de Rualda;;;40,3635448;-0,1298261
1423357042;;;;39,4236774;-0,3828214
1425373212;;;;39,4239972;-0,3868039
1427568394;;;;39,4270446;-0,3870554
1429841465;;;"132000;30000";38,8483095;-1,0808298
1432384762;;;;39,4101896;-0,4069622
1432384764;;;;39,4099285;-0,4053777
1432598117;;;;39,4271327;-0,3893745
1432734502;;;;39,4102443;-0,4040924
1433299782;;;;39,409948;-0,4032244
1435114430;;;;39,40875;-0,406651
1442546500;;;;39,4047284;-0,409448
1442546502;;;;39,405118;-0,409339
1443947620;;;;39,4236506;-0,3787774
1445644603;;;;39,4058541;-0,4107532
1445644613;;;;39,4067901;-0,410155
1445644618;;;;39,4077094;-0,409594
1445973135;;;;39,4055924;-0,4109159
1447833703;;;;40,2502846;-0,7538186
1449988362;;;;39,4164264;-0,3964758
1449988407;;;;39,4162484;-0,3954283
1450835671;;;;39,4166673;-0,3975825
1450838058;Subestación Eléctrica de Riodeva;;;40,1150173;-1,1636051
1452658413;;;;39,4027588;-0,4072426
1453341258;;;;40,190052;-0,6499508
1453553313;;;;39,3992964;-0,4051877
1454613716;;;;39,4064489;-0,3994525
1455438470;;;;39,404366;-0,3977696
1455752808;;;;39,4030798;-0,3984538
1457205079;;;;40,7676052;0,6601924
1458486273;;;;39,6778652;-0,2596044
1458486443;;;;39,6680815;-0,2381544
1460240644;;;;40,6914679;-0,785434
1460545952;;;;40,6731592;-0,7428945
1461910882;;;;38,834206;0,0311872
1465635107;ST Deremador;Elawan;"132000;30000";38,828588;-1,3678512
1472460431;;;;38,5361743;-0,17666
1473389482;;;;40,1299319;0,157154
1473389492;;;;40,1297165;0,1555646
1473389510;;;;40,1296631;0,1591628
1474379255;;;;39,4104313;-0,3981682
1474379256;;;;39,4104794;-0,3980573
1487723705;;;;39,5250808;-1,5584265
1488469287;SET Balbona;Enel;"132000;30000";38,5139473;-1,4083346
1488478024;SET colectora La Alquería;;"400000;132000";38,5208792;-1,3303934
1488482077;SET Cerrillares;;132000;38,6193532;-1,3250176
1488643421;;;;38,7648732;-1,599798
1488643424;SE PE Cabrerizas;;"132000;30000";38,7583854;-1,6001085
1488658763;SE PE La Herrada;;132000;38,743057;-1,3664265
1488796181;SE ALMANSOL;;"132000;30000";38,8875989;-1,2784103
1488796186;;;;38,8997365;-1,324482
1488907780;SET Villanueva (Vilanova);;132000;39,1520108;-1,1377552
1488919369;SET AYORA;Acciona Energia;132000;39,1292646;-1,2215467
1489081301;SE7 Preconcentradora 400/132 kV;;"400000;132000";39,0419142;-1,008843
1489304967;;;"20000;240";39,0267357;-0,4876941
1494406974;;;;38,0560871;-1,2201751
1502456308;;;;38,0018907;-1,3289769
1508244199;;;;38,8158712;0,0233804
1508244200;;;;38,8178341;0,0173065
1508244211;;;;38,8165297;0,0192649
1508433783;;;;39,4141885;-0,3963611
1516601284;;;;39,4007974;-0,4075911
1516601286;;;;39,4007427;-0,4073288
1516649083;;;;39,6855844;-0,4263786
1517002160;;;;39,3997778;-0,4061648
1517002161;;;;39,3998888;-0,4061256
1517106006;;;;39,4012357;-0,4141862
1518356339;;;;39,4011421;-0,4175618
1518747339;;;;39,3994162;-0,417666
1521681830;;;;39,3979221;-0,4127402
1523779519;;;;40,022992;-0,2786274
1526826409;;;;39,68099;-0,432193
1527969630;;;;39,6886257;-0,4287873
1529912318;;;;39,6888265;-0,4255522
1530350869;;;;40,6333136;0,2811575
1530478975;;;;40,6390695;0,284973
1531247135;;;;39,3937785;-0,407155
1531247140;;;;39,393528;-0,4061512
1533891274;;;;40,4152783;-1,2208323
1534821567;;;;40,7657636;0,5940182
1537129551;;;;40,0491066;0,0158087
1537728003;;;;39,9927941;-0,029386
1537796524;;;;39,9931997;-0,0273588
1537938680;;;;39,3953169;-0,4079537
1538405307;;;;39,9937763;-0,0268834
1539190705;;;;39,9951188;-0,025486
1539676486;Subestación Campos del Río;Red Eléctrica de España;400;38,0614056;-1,3922869
1540200159;;;;39,9928646;-0,0307359
1544023275;;;;40,047353;0,0216746
1544624240;;;;39,996503;-0,0284635
1545017549;;;;40,0523316;0,0169432
1545105613;;;;39,9992539;-0,0335939
1545619541;;;;39,9975845;-0,0312021
1545959825;;;;39,3939015;-0,4101517
1546278728;;;;40,0453497;0,0229651
1546689079;;;;39,3952529;-0,4110648
1546954189;;;;39,3951644;-0,4118649
1547416414;;;;39,4447373;-0,366001
1547746541;;;;39,9743045;-0,0355465
1547746547;;;;39,974428;-0,0358895
1547748345;;;;39,9752385;-0,035
1547749066;;;;39,9758675;-0,0355412
1547810413;;;;39,975927;-0,066827
14933133;Subestación Desaladora de Torrevieja;Iberdrola Distribución Eléctrica;"220000;20000";37,9675283;-0,7053274
15553111;;;;38,1085734;-0,6644616
15788486;Subestación de Los Montesinos;;66000;38,0309138;-0,7444962
17319555;SET Bernat;Red Eléctrica de España;220000;39,1491369;-0,4592636
20710046;CT1;;;38,7462022;-0,5532636
