osm_id;nombre;operador;voltaje;latitud;longitud;lat;lon;tipo_activo;tipo_apoyo;nivel_peligrosidad_patricova;dentro_zona_inundable;peligrosidad_ordinal;distancia_zona_inundable_m;provincia;velocidad_viento_ms;densidad_apoyos_5km;cluster
296949529;;;;38,1911879;-0,5878403;38.1911879;-0.5878403;subestacion;;;False;0;225.6;Alicante;4.798;10;8
297520664;Contreras;Iberdrola;132000;39,5406003;-1,503337;39.5406003;-1.503337;subestacion;;;False;0;145.7;Valencia;3.524;169;5
299287342;Subestación de Gandia;i-DE;"220000;132000";38,9824395;-0,1852581;38.9824395;-0.1852581;subestacion;;;False;0;394.2;Valencia;3.452;80;7
302990756;;;;38,8155801;0,0209902;38.8155801;0.0209902;subestacion;;;False;0;228.8;Alicante;4.363;212;7
303029331;;;;38,9577237;-0,9016627;38.9577237;-0.9016627;subestacion;;;False;0;13507.3;Valencia;6.14;28;5
303332167;SET Barxell;Iberdrola;"132000;20000";38,6820061;-0,4937824;38.6820061;-0.4937824;subestacion;;;False;0;812.9;Alicante;2.92;198;8
303721390;;;;38,794894;-0,0079626;38.794894;-0.0079626;subestacion;;;False;0;590.0;Alicante;5.164;53;7
306242306;;;;39,840505;-0,4751909;39.840505;-0.4751909;subestacion;;;False;0;51.5;Castellón;3.583;564;4
308038879;SET Benidorm;Iberdrola;"132000;66000;20000";38,5331728;-0,169595;38.5331728;-0.169595;subestacion;;;False;0;67.2;Alicante;4.082;110;7
310668392;;Iberdrola;;39,5852642;-0,5413089;39.5852642;-0.5413089;subestacion;;;False;0;751.1;Valencia;3.651;246;6
311039029;;;;38,8406898;-0,5206146;38.8406898;-0.5206146;subestacion;;;False;0;294.6;Valencia;3.324;65;6
311171004;;;;38,8387678;-0,515766;38.8387678;-0.515766;subestacion;;;False;0;37.2;Valencia;2.801;61;6
318256630;;;;40,4775105;0,4685105;40.4775105;0.4685105;subestacion;;;False;0;24.3;Castellón;4.604;222;2
319272158;;;;40,558807;0,368457;40.558807;0.368457;subestacion;;;False;0;2096.1;Castellón;4.741;83;2
319272159;;;;40,518277;0,3137099;40.518277;0.3137099;subestacion;;;False;0;182.0;Castellón;5.46;199;2
322259605;;;;38,8343923;0,1102369;38.8343923;0.1102369;subestacion;;6.0;True;1;0.0;Alicante;4.607;100;7
324616949;;;;38,529763;-0,7465358;38.529763;-0.7465358;subestacion;;;False;0;4999.9;Alicante;3.667;62;8
333368504;;;;38,4923852;-0,7852413;38.4923852;-0.7852413;subestacion;;1.0;True;6;0.0;Alicante;4.145;119;8
343867768;Alcudia;Iberdrola;"132000;66000;20000";38,9669434;-0,6107023;38.9669434;-0.6107023;subestacion;;;False;0;815.8;Valencia;3.543;195;6
353639314;SET Teulada;;"132000;20000";38,7373645;0,0944632;38.7373645;0.0944632;subestacion;;;False;0;2638.5;Alicante;4.627;77;7
370315035;F. Higuera;Iberdrola;66000;38,8233735;-0,8947512;38.8233735;-0.8947512;subestacion;;;False;0;90.5;Valencia;4.227;102;8
370332026;SET Rabassa;;"132000;20000";38,3571317;-0,5162237;38.3571317;-0.5162237;subestacion;;;False;0;1434.9;Alicante;4.223;103;8
370409950;;;;38,8452657;-0,519846;38.8452657;-0.519846;subestacion;;;False;0;12.8;Valencia;3.034;62;6
371336052;;;;38,6424267;0,0455738;38.6424267;0.0455738;subestacion;;;False;0;377.1;Alicante;5.545;38;7
371345874;;;;38,6414642;0,0429384;38.6414642;0.0429384;subestacion;;;False;0;630.0;Alicante;5.931;38;7
371538352;;;;38,6397186;0,0410429;38.6397186;0.0410429;subestacion;;;False;0;864.7;Alicante;5.1;38;7
373890861;;;;38,6402407;0,0408961;38.6402407;0.0408961;subestacion;;;False;0;848.4;Alicante;5.1;38;7
374601524;;;;38,6427351;0,0585381;38.6427351;0.0585381;subestacion;;;False;0;311.6;Alicante;5.317;36;7
374668789;;;;38,6421362;0,0619651;38.6421362;0.0619651;subestacion;;;False;0;45.8;Alicante;5.357;35;7
375059943;;;;38,6418236;0,0683712;38.6418236;0.0683712;subestacion;;;False;0;27.1;Alicante;5.391;34;7
375126078;;;;38,641401;0,0713804;38.641401;0.0713804;subestacion;;;False;0;136.8;Alicante;5.358;32;7
375339032;Subestación Tranformadora Dénia;Iberdrola;"20000;132000";38,8487302;0,0494535;38.8487302;0.0494535;subestacion;;;False;0;458.1;Alicante;4.805;246;7
375836232;;;;38,6501281;0,0760357;38.6501281;0.0760357;subestacion;;;False;0;372.4;Alicante;5.151;27;7
376071729;;;;38,6507443;0,0749804;38.6507443;0.0749804;subestacion;;;False;0;313.5;Alicante;5.151;29;7
376071730;;;;38,6508116;0,0749544;38.6508116;0.0749544;subestacion;;;False;0;315.3;Alicante;5.151;29;7
376688584;;;;38,647326;0,0535214;38.647326;0.0535214;subestacion;;;False;0;34.0;Alicante;5.019;39;7
