osm_id;tipo_apoyo;nombre;operador;voltaje;latitud;longitud
1406806671;pole;;;;40,061764;0,0855094
1406806674;pole;;;;40,0619862;0,0870669
1406806685;pole;;;;40,0621451;0,0882311
1406813319;tower;;;;39,9865236;-0,0129704
1406813320;tower;;;;39,9908009;-0,0140847
1406813321;tower;;;;40,0212568;-0,0220245
1406813322;tower;;;;40,0280351;-0,0238109
1406813323;tower;;;;40,036939;-0,0261331
1406813324;tower;;;;40,0411797;-0,0272415
1406813325;tower;;;;40,0434579;-0,0278483
1407000630;tower;;;;39,521902;-1,5931468
1407000634;tower;;;;39,5228047;-1,5878711
1407000637;tower;;;;39,5234603;-1,5840952
1407000642;tower;;;;39,5243954;-1,5786588
1407000646;tower;;;;39,525464;-1,5725187
1407000654;tower;;;;39,5273401;-1,5605048
1407000657;tower;;;;39,5281021;-1,5556631
1407000661;tower;;;;39,5290146;-1,5499943
1407000663;tower;;;;39,5297621;-1,5455174
1408898656;tower;;;;39,4124116;-0,4841584
1408898658;tower;;;;39,4124831;-0,487777
1408898660;tower;;;;39,4125492;-0,4909831
1408898671;tower;;;;39,4126665;-0,4931753
1408898672;tower;;;;39,4132517;-0,4810706
1408898674;tower;;;;39,413524;-0,4955565
1408898676;tower;;;;39,4140337;-0,4781801
1408898678;tower;;;;39,4149563;-0,4747627
1408898680;tower;;;;39,4159466;-0,49793
1408898690;tower;;;;39,416115;-0,4704608
1408898694;tower;;;;39,4167211;-0,4680969
1408898697;tower;;;;39,4176434;-0,4646962
1408898699;tower;;;;39,4178191;-0,4998086
1408898700;tower;;;;39,4186599;-0,4609132
1408898701;tower;;;;39,4191853;-0,4590092
1408898712;tower;;;;39,42002;-0,5019637
1408898715;tower;;;;39,4200381;-0,4565047
1408898719;tower;;;;39,4220375;-0,454453
1408898722;tower;;;;39,422135;-0,5040387
1408898723;tower;;;;39,4239644;-0,5058321
1408898726;tower;;;;39,4257659;-0,5071487
1408898734;tower;;;;39,4279955;-0,5087702
1408898739;tower;;;;39,4301321;-0,5103283
1408898741;tower;;;;39,4320362;-0,511725
1408898743;tower;;;;39,4341389;-0,5132651
1408898745;tower;;;;39,4361127;-0,5147148
1408898746;tower;;;;39,4386762;-0,5153931
1408898757;tower;;;;39,4407766;-0,5159629
1408898760;tower;;;;39,443333;-0,5166554
1408898762;tower;;;;39,4461487;-0,5174087
1408898763;tower;;;;39,449057;-0,5181917
1408898765;tower;;;;39,4514166;-0,5188229
1408898766;tower;;;;39,4540213;-0,5195199
1408898775;tower;;;;39,4566261;-0,5202189
1408898779;tower;;;;39,4594642;-0,5209786
1408898782;tower;;;;39,4617016;-0,52156
1408898784;tower;;;;39,4648627;-0,5224205
1408898789;tower;;;;39,4677084;-0,522675
1408898790;tower;;;;39,4701152;-0,5229037
1408898795;tower;;;;39,4735142;-0,523219
1408898798;tower;;;;39,4760364;-0,5234502
1408898801;tower;;;;39,4787221;-0,5241544
1408898805;tower;;;;39,4814472;-0,5248569
1408898808;tower;;;;39,4837887;-0,5250598
1408898811;tower;;;;39,4862228;-0,5252769
1408898818;tower;;;;39,4885731;-0,525481
1408898820;tower;;;;39,4908804;-0,5254035
1408898822;tower;;;;39,4910942;-0,433422
1408898826;tower;;;;39,4914257;-0,4303589
1408898829;tower;;;;39,4916051;-0,4286602
1408898836;tower;;;;39,4918486;-0,426502
1408898840;tower;;;;39,4920262;-0,4376259
1408898843;tower;;;;39,492268;-0,4226634
1408898847;tower;;;;39,4928167;-0,5253428
1408898850;tower;;;;39,4928623;-0,4191396
1408898852;tower;;;;39,4929837;-0,4418824
1408898856;tower;;;;39,4934876;-0,4153713
1408898859;tower;;;;39,493869;-0,4458478
1408898862;tower;;;;39,4940469;-0,4120558
1408898865;tower;;;;39,494441;-0,4096465
1408898868;tower;;;;39,4955297;-0,5252471
1408898872;tower;;;;39,495863;-0,4489666
1408898879;tower;;;;39,4979312;-0,4522175
1408898880;tower;;;;39,4984471;-0,5251511
1408898882;tower;;;;39,4998417;-0,4552018
1408898884;tower;;;;39,5005967;-0,4580151
1408898887;tower;;;;39,5011445;-0,5250705
1408898890;tower;;;;39,5014397;-0,461165
1408898901;tower;;;;39,5024358;-0,464867
1408898905;tower;;;;39,5033768;-0,4683894
1408898909;tower;;;;39,5040549;-0,524987
1408898912;tower;;;;39,5043411;-0,4719953
1408898915;tower;;;;39,5050988;-0,4749473
1408898918;tower;;;;39,5061172;-0,4788906
1408898928;tower;;;;39,5071522;-0,5248754
1408898932;tower;;;;39,5072448;-0,4826488
1408898935;tower;;;;39,5085228;-0,4869331
1408898939;tower;;;;39,509946;-0,5247895
1408898943;tower;;;;39,510202;-0,4891988
1408898944;tower;;;;39,5126913;-0,4925648
1408898959;tower;;;;39,5128756;-0,5246936
1408898963;tower;;;;39,5143669;-0,5231554
1408898966;tower;;;;39,5152859;-0,4960394
1408898970;tower;;;;39,5160762;-0,5214209
1408898973;tower;;;;39,5163732;-0,4975315
1408898974;tower;;;;39,5174504;-0,5199873
1408898986;tower;;;;39,5182417;-0,5190076
1408898992;tower;;;;39,5183543;-0,4995807
1408898998;tower;;;;39,5190108;-0,5180466
1408899000;tower;;;;39,5202807;-0,5015379
1408899001;tower;;;;39,5205849;-0,5161131
1408899002;tower;;;;39,5231452;-0,512963
1408899011;tower;;;;39,5232511;-0,5011875
1408899014;tower;;;;39,525986;-0,5094505
1408899018;tower;;;;39,5264458;-0,5008261
1408899021;tower;;;;39,5286731;-0,5010819
1408899024;tower;;;;39,5309124;-0,5013658
1408899027;tower;;;;39,5314159;-0,5027835
1408899036;tower;;;;39,5323984;-0,5017744
1408899038;tower;;;;39,5327403;-0,5011607
1408899066;tower;;;;39,5338857;-0,5021797
1408899070;tower;;;;39,5339211;-0,4989448
1408899073;tower;;;;39,5350332;-0,4974822
1408899075;tower;;;;39,535223;-0,5025584
1408899078;tower;;;;39,5361881;-0,4959706
1408899085;tower;;;;39,5376737;-0,4940299
1408899086;tower;;;;39,5393736;-0,4917934
1408899087;tower;;;;39,5410515;-0,4893502
1408899088;tower;;;;39,5425072;-0,4872351
1408899090;tower;;;;39,5426545;-0,5196031
1408899094;tower;;;;39,5427977;-0,5148161
1408899096;tower;;;;39,5428949;-0,5175391
1408899102;tower;;;;39,5432557;-0,521585
1408899105;tower;;;;39,5433245;-0,5122595
1408899108;tower;;;;39,5442705;-0,4847221
1408899112;tower;;;;39,5444566;-0,5230218
1408899114;tower;;;;39,5454135;-0,5062634
1408899118;tower;;;;39,5454377;-0,508707
1408899121;tower;;;;39,5458276;-0,4825134
1408899126;tower;;;;39,546418;-0,524513
1408899130;tower;;;;39,5467108;-0,5280535
1408899133;tower;;;;39,5470359;-0,5320919
1408899137;tower;;;;39,5473406;-0,5356599
1408899140;tower;;;;39,5475371;-0,508245
1408899141;tower;;;;39,5475893;-0,5387485
1408899144;tower;;;;39,5477595;-0,4797848
1408899153;tower;;;;39,5478582;-0,5418832
1408899155;tower;;;;39,548145;-0,5454539
1408899156;tower;;;;39,5493295;-0,5481661
1408899157;tower;;;;39,5498966;-0,4767084
1408899159;tower;;;;39,5517656;-0,5508823
1408899164;tower;;;;39,5520802;-0,4735953
1408899169;tower;;;;39,5526623;-0,5101767
1408899176;tower;;;;39,5528895;-0,5556137
1408899181;tower;;;;39,5536795;-0,4713173
1408899184;tower;;;;39,5538614;-0,5596644
1408899187;tower;;;;39,5539092;-0,509594
1408899194;tower;;;;39,5546505;-0,5635071
1408899214;tower;;;;39,5547067;-0,4885657
1408899219;tower;;;;39,5548542;-0,4856636
1408899224;tower;;;;39,5550097;-0,4820692
1408899229;tower;;;;39,5551502;-0,4792566
1408899233;tower;;;;39,5552716;-0,4766728
1408899242;tower;;;;39,5552991;-0,593038
1408899252;tower;;;;39,555333;-0,566861
1408899256;tower;;;;39,5554354;-0,4732014
1408899258;tower;;;;39,5555754;-0,4702718
1408899268;tower;;;;39,5557276;-0,46722
1408899275;tower;;;;39,5558909;-0,4639519
1408899286;tower;;;;39,5559071;-0,4681333
1408899287;tower;;;;39,5560187;-0,4612873
1408899289;tower;;;;39,5562014;-0,57107
1408899293;tower;;;;39,556869;-0,4550285
1408899298;tower;;;;39,5570886;-0,5754146
1408899300;tower;;;;39,557154;-0,5902993
1408899311;tower;;;;39,5573746;-0,5894366
1408899314;tower;;;;39,5579899;-0,5798184
1408899315;tower;;;;39,5580636;-0,4650714
1408899317;tower;;;;39,5588922;-0,5840983
1408899318;tower;;;;39,5594519;-0,5869267
1408899320;tower;;;;39,5596576;-0,4627968
1408899324;tower;;;;39,5603576;-0,461535
1408899337;tower;;;;39,5605502;-0,4617768
1408899341;tower;;;;39,6571116;-0,3261641
1408899344;tower;;;;39,6653773;-0,3051304
1408899348;tower;;;;39,6710065;-0,3002333
1408899351;tower;;;;39,7854575;-0,2351732
1408899359;tower;;;;39,8146007;-0,2177522
1408899375;tower;;;;39,8837868;-0,1803774
1408899378;tower;;;;39,8923492;-0,1765341
1411215435;tower;;;;39,5347294;-0,3669733
1411215439;tower;;;;39,537036;-0,3661072
1411215442;tower;;;;39,5395195;-0,3663242
1411215444;tower;;;;39,5419863;-0,3676861
1411215447;tower;;;;39,5444682;-0,3697104
1411215449;tower;;;;39,5451829;-0,4227116
1411215463;tower;;;;39,5465541;-0,420013
1411215465;tower;;;;39,547175;-0,3719202
1411215466;tower;;;;39,5475257;-0,4181203
1411215467;tower;;;;39,5488538;-0,416505
1411215474;tower;;;;39,5495822;-0,3738833
1411215476;tower;;;;39,5498534;-0,416127
1411215478;tower;;;;39,5510672;-0,4138233
1411215479;tower;;;;39,5516472;-0,3755613
1411215480;tower;;;;39,5522628;-0,4123856
1411215481;tower;;;;39,5536807;-0,3772141
1411215490;tower;;;;39,55382;-0,5077662
1411215491;tower;;;;39,554045;-0,5050798
1411215493;tower;;;;39,5543252;-0,5018039
1411215494;tower;;;;39,5544932;-0,5036658
1411215496;tower;;;;39,5545585;-0,4968404
1411215504;tower;;;;39,5549147;-0,49957
1411215505;tower;;;;39,5552451;-0,4964195
1411215506;tower;;;;39,5557938;-0,5094822
1411215507;tower;;;;39,5558109;-0,5092745
1411215508;tower;;;;39,5558524;-0,4079979
1411215511;tower;;;;39,5558827;-0,4934144
1411215518;tower;;;;39,5559549;-0,3790635
1411215519;tower;;;;39,5562027;-0,4572532
1411215520;tower;;;;39,5564046;-0,4909763
1411215522;tower;;;;39,5570287;-0,4880338
1411215526;tower;;;;39,5571762;-0,5084066
1411215531;tower;;;;39,5576691;-0,485008
1411215536;tower;;;;39,5579207;-0,3806653
1411215538;tower;;;;39,5579665;-0,4513937
1411215540;tower;;;;39,5580005;-0,5070236
1411215542;tower;;;;39,5584081;-0,4815285
1411215544;tower;;;;39,558593;-0,4046845
1411215545;tower;;;;39,558621;-0,4492262
1411215553;tower;;;;39,5587061;-0,5016755
1411215555;tower;;;;39,558991;-0,4970459
1411215556;tower;;;;39,5590679;-0,4957264
1411215557;tower;;;;39,559152;-0,4780437
1411215558;tower;;;;39,5593568;-0,4912496
1411215559;tower;;;;39,5597715;-0,44544
1411215566;tower;;;;39,5599194;-0,3823003
1411215568;tower;;;;39,5599863;-0,4859756
1411215570;tower;;;;39,5603921;-0,461472
1411215571;tower;;;;39,5605186;-0,4429414
1411215573;tower;;;;39,5605648;-0,4811503
1411215574;tower;;;;39,5606175;-0,4616943
1411215583;tower;;;;39,5607567;-0,4639242
1411215585;tower;;;;39,5607749;-0,470363
1411215588;tower;;;;39,5612302;-0,4755533
1411215590;tower;;;;39,5613481;-0,4603822
1411215591;tower;;;;39,5613966;-0,4400369
1411215592;tower;;;;39,5614074;-0,4012546
1411215599;tower;;;;39,5616358;-0,4660363
1411215602;tower;;;;39,561867;-0,4702926
1411215605;tower;;;;39,562043;-0,3838136
1411215608;tower;;;;39,5622184;-0,4373206
1411215610;tower;;;;39,5627113;-0,3996644
1411215611;tower;;;;39,5628375;-0,4582424
1411215612;tower;;;;39,5631758;-0,4341541
1411215625;tower;;;;39,5641095;-0,3852973
1411215626;tower;;;;39,5641874;-0,4308085
1411215628;tower;;;;39,5645005;-0,3975141
1411215630;tower;;;;39,5652578;-0,4279197
1411215631;tower;;;;39,5657585;-0,4541364
1411215632;tower;;;;39,5663951;-0,4248294
1411215644;tower;;;;39,5664382;-0,386969
1411215645;tower;;;;39,567024;-0,3944245
1411215647;tower;;;;39,5674311;-0,4517401
1411215648;tower;;;;39,5675456;-0,4217325
1411215649;tower;;;;39,5683304;-0,3928257
1411215650;tower;;;;39,5686189;-0,3885373
1411215658;tower;;;;39,568733;-0,4185349
1411215659;tower;;;;39,5689955;-0,4495342
1411215660;tower;;;;39,5692896;-0,4152772
1411215661;tower;;;;39,5696539;-0,3912174
1411215662;tower;;;;39,5698339;-0,4121105
1411215665;tower;;;;39,5699648;-0,3906533
1411215672;tower;;;;39,5699718;-0,4097413
1411215673;tower;;;;39,5701265;-0,4067078
1411215674;tower;;;;39,5702826;-0,4038034
1411215675;tower;;;;39,5703511;-0,3927291
1411215676;tower;;;;39,5704439;-0,4009234
1411215679;tower;;;;39,5705285;-0,4473631
1411215687;tower;;;;39,5706215;-0,3979113
1411215688;tower;;;;39,5707739;-0,3950692
1411215689;tower;;;;39,5708912;-0,3897266
1411215690;tower;;;;39,5715335;-0,4448646
1411215691;tower;;;;39,5721572;-0,3881848
1411215692;tower;;;;39,5725564;-0,4423377
1411215693;tower;;;;39,573404;-0,3866805
1411215694;tower;;;;39,5736133;-0,4396962
1411215695;tower;;;;39,5744852;-0,4375518
1411215696;tower;;;;39,5746797;-0,3851241
1411215697;tower;;;;39,5758436;-0,4341893
1411215698;tower;;;;39,5769528;-0,4314255
1411215700;tower;;;;39,5780072;-0,4288074
1411215701;tower;;;;39,5792745;-0,4256748
1411215702;tower;;;;39,5805274;-0,4225749
1411215703;tower;;;;39,5818225;-0,4193551
1411215705;tower;;;;39,5833746;-0,4155187
1411215707;tower;;;;39,5844245;-0,4129025
1411215711;tower;;;;39,5857939;-0,4095107
1411215714;tower;;;;39,5868356;-0,4069323
1411215716;tower;;;;39,587955;-0,4041248
1411215719;tower;;;;39,5893336;-0,4007425
1411215720;tower;;;;39,5903719;-0,3981433
1411215721;tower;;;;39,5914238;-0,3955098
1411215730;tower;;;;39,5927061;-0,3925488
1411215731;tower;;;;39,6167255;-0,3300377
1411215732;tower;;;;39,617659;-0,3287746
1411215733;tower;;;;39,6188313;-0,3271906
1411215736;tower;;;;39,6212201;-0,3239872
1411215738;tower;;;;39,6225427;-0,3222339
1411215755;tower;;;;39,7075804;-0,2679757
1411215756;tower;;;;39,7102047;-0,2667929
1411215757;tower;;;;39,7122337;-0,2658583
1411215758;tower;;;;39,7147719;-0,2646974
1411215759;tower;;;;39,7171313;-0,2636163
1411215760;tower;;;;39,719317;-0,2625848
1411215761;tower;;;;39,7222363;-0,2612847
1411215762;tower;;;;39,7249589;-0,2600636
1411215763;tower;;;;39,7269423;-0,2591555
1411215764;tower;;;;39,729492;-0,2577187
1411215765;tower;;;;39,731335;-0,256802
1411215766;tower;;;;39,7335563;-0,2556893
1411215767;tower;;;;39,7358367;-0,254554
1411215768;tower;;;;39,7380533;-0,2534452
1411215769;tower;;;;39,7403256;-0,2523008
1411215770;tower;;;;39,7424827;-0,2512341
1411215771;tower;;;;39,744481;-0,2502326
1411215772;tower;;;;39,7465048;-0,2492201
1411215773;tower;;;;39,7489153;-0,2480293
1411215774;tower;;;;39,7516706;-0,2466596
1411215775;tower;;;;39,7543451;-0,245317
1411215776;tower;;;;39,7576609;-0,2436683
1411215777;tower;;;;39,7603062;-0,2423442
1411215778;tower;;;;39,7631345;-0,2409305
1411215779;tower;;;;39,7656638;-0,2396594
1411215780;tower;;;;39,7675975;-0,2386973
1411215781;tower;;;;39,7693672;-0,2378128
1411215782;tower;;;;39,7727611;-0,2361153
1411215783;tower;;;;39,7763862;-0,2342966
1411215784;tower;;;;39,7787057;-0,2331346
1411215785;tower;;;;39,7807476;-0,2321385
1411215786;tower;;;;39,7829242;-0,3128079
1411215787;tower;;;;39,7836535;-0,3160396
1411215788;tower;;;;39,7838338;-0,23062
1411215789;tower;;;;39,7840979;-0,3086405
1411215790;tower;;;;39,7842818;-0,3008747
1411215791;tower;;;;39,7846082;-0,3045331
1411215792;tower;;;;39,7846651;-0,2979291
1411215793;tower;;;;39,786683;-0,3182866
1411215794;tower;;;;39,7869607;-0,2290322
1411215795;tower;;;;39,7871425;-0,2967117
1411215796;tower;;;;39,7874027;-0,2930198
1411215797;tower;;;;39,7877703;-0,2879894
1411215798;tower;;;;39,7880989;-0,2836511
1411215799;tower;;;;39,7883204;-0,3199531
1411215800;tower;;;;39,7884091;-0,2788432
1411215801;tower;;;;39,7887824;-0,273729
1411215802;tower;;;;39,7889895;-0,2280637
1411215803;tower;;;;39,7899071;-0,3227956
1411215804;tower;;;;39,7904513;-0,2697499
1411215805;tower;;;;39,7917888;-0,326607
1411215806;tower;;;;39,7918478;-0,2271527
1411215807;tower;;;;39,7922331;-0,2654738
1411215825;tower;;;;39,7936579;-0,2221788
1411215826;tower;;;;39,7936762;-0,3304164
1411215829;tower;;;;39,7937582;-0,2618265
1411215832;tower;;;;39,7939062;-0,2220952
1411215838;tower;;;;39,7951729;-0,2256259
1411215839;tower;;;;39,7954687;-0,2577846
1411215840;tower;;;;39,7956756;-0,3344904
1411215841;tower;;;;39,7964293;-0,2250158
1411215842;tower;;;;39,7968411;-0,3376232
1411215843;tower;;;;39,7968961;-0,2526672
1411215844;tower;;;;39,7976909;-0,227056
1411215845;tower;;;;39,7977494;-0,341368
1411215846;tower;;;;39,7982009;-0,248033
1411215847;tower;;;;39,798422;-0,2241128
1411215848;tower;;;;39,7984378;-0,2286875
1411215849;tower;;;;39,7986355;-0,246006
1411215850;tower;;;;39,799092;-0,3454745
1411215851;tower;;;;39,7995093;-0,2418335
1411215852;tower;;;;39,799958;-0,2322433
1411215853;tower;;;;39,8003717;-0,2378338
1411215854;tower;;;;39,8012622;-0,3478253
1411215855;tower;;;;39,8031146;-0,3502176
1411215856;tower;;;;39,8051004;-0,3534136
1411215857;tower;;;;39,8055446;-0,3554687
1411215858;tower;;;;39,806587;-0,3603724
1411215859;tower;;;;39,8077252;-0,3657007
1411215860;tower;;;;39,8097646;-0,3690415
1411215861;tower;;;;39,8116832;-0,3722046
1411215862;tower;;;;39,8128964;-0,3742292
1411215863;tower;;;;39,814796;-0,3765275
1411215864;tower;;;;39,8160054;-0,3809417
1411215865;tower;;;;39,8179668;-0,3850601
1411215866;tower;;;;39,8184738;-0,3891674
1411215867;tower;;;;39,8189273;-0,3927357
1411215868;tower;;;;39,8196786;-0,3987555
1411215869;tower;;;;39,8202713;-0,4523614
1411215870;tower;;;;39,8203732;-0,4496623
1411215871;tower;;;;39,8206138;-0,4030442
1411215872;tower;;;;39,8212728;-0,4553894
1411215873;tower;;;;39,8215907;-0,4075263
1411215874;tower;;;;39,8217352;-0,4448822
1411215875;tower;;;;39,8217789;-0,4427392
1411215876;tower;;;;39,821884;-0,4373311
1411215877;tower;;;;39,8219986;-0,4329235
1411215878;tower;;;;39,822047;-0,4274441
1411215879;tower;;;;39,8230269;-0,4189765
1411215880;tower;;;;39,8232526;-0,4144528
1411215881;tower;;;;39,8234022;-0,4220054
1411215882;tower;;;;39,8234534;-0,410541
1411215883;tower;;;;39,8237042;-0,4243345
1411215884;tower;;;;39,8242962;-0,4574348
1411215889;tower;;;;39,8268143;-0,4569929
1411533940;tower;;;;39,8012303;-0,222006
1411533942;tower;;;;39,8031923;-0,2207725
1411533943;tower;;;;39,8057012;-0,2192529
1411533944;tower;;;;39,8078381;-0,2179181
1411533945;tower;;;;39,8110402;-0,2166794
1411533946;tower;;;;39,8138293;-0,2148834
1411533947;tower;;;;39,8162372;-0,2133303
1411533949;tower;;;;39,8191268;-0,2114835
1411533950;tower;;;;39,8222759;-0,2095302
1411533951;tower;;;;39,8259192;-0,207255
1411533952;tower;;;;39,8287478;-0,2048132
1411533953;tower;;;;39,8317396;-0,2028835
1411533954;tower;;;;39,8347893;-0,2009128
1411533955;tower;;;;39,8361393;-0,2000199
1411533957;tower;;;;39,8386671;-0,1983932
1411533958;tower;;;;39,8419144;-0,1959572
1411533959;tower;;;;39,8433566;-0,1945652
1411533960;tower;;;;39,8476047;-0,1904597
1411533961;tower;;;;39,8502031;-0,1879589
1411533962;tower;;;;39,8522956;-0,1859502
1411533964;tower;;;;39,8546596;-0,1836673
1411533965;tower;;;;39,8572792;-0,1811265
1411533966;tower;;;;39,8585806;-0,1798622
1411533967;tower;;;;39,8599675;-0,1785282
1411533968;tower;;;;39,8618895;-0,176675
1411533969;tower;;;;39,8652482;-0,1734465
1411533971;tower;;;;39,866503;-0,1722352
1411533972;tower;;;;39,8689434;-0,1698754
1411533973;tower;;;;39,8710973;-0,1677853
1411533974;tower;;;;39,873306;-0,1656636
1411533975;tower;;;;39,8758432;-0,1631972
1411533976;tower;;;;39,8780646;-0,161056
1411533980;tower;;;;39,8804494;-0,1587517
1411533981;tower;;;;39,8827365;-0,1565374
1411533982;tower;;;;39,884679;-0,1539046
1411533983;tower;;;;39,8866734;-0,1512064
